id,name,type,location,prefecture,rank,school_strength
426,座間北高等学校,高校,神奈川県座間,神奈川県,中堅,50
427,横浜中央高等学校,高校,神奈川県横浜,神奈川県,中堅,50
428,川崎新高等学校,高校,神奈川県川崎,神奈川県,中堅,50
429,相模原総合高等学校,高校,神奈川県相模原,神奈川県,中堅,50
430,藤沢第一高等学校,高校,神奈川県藤沢,神奈川県,弱小,50
431,横須賀第二高等学校,高校,神奈川県横須賀,神奈川県,弱小,50
432,茅ヶ崎商業高等学校,高校,神奈川県茅ヶ崎,神奈川県,弱小,50
433,厚木工業高等学校,高校,神奈川県厚木,神奈川県,弱小,50
434,大和農業高等学校,高校,神奈川県大和,神奈川県,弱小,50
435,海老名総合高等学校,高校,神奈川県海老名,神奈川県,弱小,50
436,座間普通高等学校,高校,神奈川県座間,神奈川県,弱小,50
437,横浜商業高等学校,高校,神奈川県横浜,神奈川県,弱小,50
438,川崎工業高等学校,高校,神奈川県川崎,神奈川県,弱小,50
439,相模原農業高等学校,高校,神奈川県相模原,神奈川県,弱小,50
440,藤沢総合高等学校,高校,神奈川県藤沢,神奈川県,弱小,50
441,横須賀普通高等学校,高校,神奈川県横須賀,神奈川県,弱小,50
442,茅ヶ崎東高等学校,高校,神奈川県茅ヶ崎,神奈川県,弱小,50
443,厚木西高等学校,高校,神奈川県厚木,神奈川県,弱小,50
444,大和南高等学校,高校,神奈川県大和,神奈川県,弱小,50
445,海老名北高等学校,高校,神奈川県海老名,神奈川県,弱小,50
446,座間中央高等学校,高校,神奈川県座間,神奈川県,弱小,50
447,横浜新高等学校,高校,神奈川県横浜,神奈川県,弱小,50
448,川崎東高等学校,高校,神奈川県川崎,神奈川県,弱小,50
449,帝教長岡高校,高校,新潟県長岡,新潟県,名門,50
450,日本文系高校,高校,新潟県新潟,新潟県,名門,50
451,三条第一高等学校,高校,新潟県三条,新潟県,強豪,50
452,柏崎第二高等学校,高校,新潟県柏崎,新潟県,強豪,50
453,新発田第三高等学校,高校,新潟県新発田,新潟県,強豪,50
454,小千谷第四高等学校,高校,新潟県小千谷,新潟県,強豪,50
455,加茂東高等学校,高校,新潟県加茂,新潟県,中堅,50
456,十日町西高等学校,高校,新潟県十日町,新潟県,中堅,50
457,見附南高等学校,高校,新潟県見附,新潟県,中堅,50
458,燕北高等学校,高校,新潟県燕,新潟県,中堅,50
459,新潟中央高等学校,高校,新潟県新潟,新潟県,中堅,50
460,長岡新高等学校,高校,新潟県長岡,新潟県,中堅,50
461,三条総合高等学校,高校,新潟県三条,新潟県,中堅,50
462,柏崎第一高等学校,高校,新潟県柏崎,新潟県,弱小,50
463,新発田第二高等学校,高校,新潟県新発田,新潟県,弱小,50
464,小千谷商業高等学校,高校,新潟県小千谷,新潟県,弱小,50
465,加茂工業高等学校,高校,新潟県加茂,新潟県,弱小,50
466,十日町農業高等学校,高校,新潟県十日町,新潟県,弱小,50
467,見附総合高等学校,高校,新潟県見附,新潟県,弱小,50
468,燕普通高等学校,高校,新潟県燕,新潟県,弱小,50
469,新潟商業高等学校,高校,新潟県新潟,新潟県,弱小,50
470,長岡工業高等学校,高校,新潟県長岡,新潟県,弱小,50
471,三条農業高等学校,高校,新潟県三条,新潟県,弱小,50
472,柏崎総合高等学校,高校,新潟県柏崎,新潟県,弱小,50
473,新発田普通高等学校,高校,新潟県新発田,新潟県,弱小,50
474,小千谷東高等学校,高校,新潟県小千谷,新潟県,弱小,50
475,加茂西高等学校,高校,新潟県加茂,新潟県,弱小,50
476,十日町南高等学校,高校,新潟県十日町,新潟県,弱小,50
477,見附北高等学校,高校,新潟県見附,新潟県,弱小,50
478,燕中央高等学校,高校,新潟県燕,新潟県,弱小,50
479,新潟新高等学校,高校,新潟県新潟,新潟県,弱小,50
480,長岡東高等学校,高校,新潟県長岡,新潟県,弱小,50
481,富山商業,高校,富山県富山,富山県,名門,50
482,高岡商業高校,高校,富山県富山,富山県,名門,50
483,魚津第一高等学校,高校,富山県魚津,富山県,強豪,50
484,氷見第二高等学校,高校,富山県氷見,富山県,強豪,50
485,滑川第三高等学校,高校,富山県滑川,富山県,強豪,50
486,黒部第四高等学校,高校,富山県黒部,富山県,強豪,50
487,砺波東高等学校,高校,富山県砺波,富山県,中堅,50
488,小矢部西高等学校,高校,富山県小矢部,富山県,中堅,50
489,南砺南高等学校,高校,富山県南砺,富山県,中堅,50
490,射水北高等学校,高校,富山県射水,富山県,中堅,50
491,富山中央高等学校,高校,富山県富山,富山県,中堅,50
492,高岡新高等学校,高校,富山県高岡,富山県,中堅,50
493,魚津総合高等学校,高校,富山県魚津,富山県,中堅,50
494,氷見第一高等学校,高校,富山県氷見,富山県,弱小,50
495,滑川第二高等学校,高校,富山県滑川,富山県,弱小,50
496,黒部商業高等学校,高校,富山県黒部,富山県,弱小,50
497,砺波工業高等学校,高校,富山県砺波,富山県,弱小,50
498,小矢部農業高等学校,高校,富山県小矢部,富山県,弱小,50
499,南砺総合高等学校,高校,富山県南砺,富山県,弱小,50
500,射水普通高等学校,高校,富山県射水,富山県,弱小,50
501,富山商業高等学校,高校,富山県富山,富山県,弱小,50
502,高岡工業高等学校,高校,富山県高岡,富山県,弱小,50
503,魚津農業高等学校,高校,富山県魚津,富山県,弱小,50
504,氷見総合高等学校,高校,富山県氷見,富山県,弱小,50
505,滑川普通高等学校,高校,富山県滑川,富山県,弱小,50
506,黒部東高等学校,高校,富山県黒部,富山県,弱小,50
507,砺波西高等学校,高校,富山県砺波,富山県,弱小,50
508,小矢部南高等学校,高校,富山県小矢部,富山県,弱小,50
509,南砺北高等学校,高校,富山県南砺,富山県,弱小,50
510,射水中央高等学校,高校,富山県射水,富山県,弱小,50
511,富山新高等学校,高校,富山県富山,富山県,弱小,50
512,高岡東高等学校,高校,富山県高岡,富山県,弱小,50
513,小松大山高校,高校,石川県小松市,石川県,名門,50
514,清涼高校,高校,石川県金沢市,石川県,名門,50
515,日本航行学院石川,高校,石川県輪島市,石川県,強豪,50
516,輪島第二高等学校,高校,石川県輪島,石川県,強豪,50
517,珠洲第三高等学校,高校,石川県珠洲,石川県,強豪,50
518,加賀第四高等学校,高校,石川県加賀,石川県,強豪,50
519,羽咋東高等学校,高校,石川県羽咋,石川県,中堅,50
520,かほく西高等学校,高校,石川県かほく,石川県,中堅,50
521,白山市南高等学校,高校,石川県白山市,石川県,中堅,50
522,能美北高等学校,高校,石川県能美,石川県,中堅,50
523,金沢中央高等学校,高校,石川県金沢,石川県,中堅,50
524,七尾新高等学校,高校,石川県七尾,石川県,中堅,50
525,小松総合高等学校,高校,石川県小松,石川県,中堅,50
526,輪島第一高等学校,高校,石川県輪島,石川県,弱小,50
527,珠洲第二高等学校,高校,石川県珠洲,石川県,弱小,50
528,加賀商業高等学校,高校,石川県加賀,石川県,弱小,50
529,羽咋工業高等学校,高校,石川県羽咋,石川県,弱小,50
530,かほく農業高等学校,高校,石川県かほく,石川県,弱小,50
531,白山市総合高等学校,高校,石川県白山市,石川県,弱小,50
532,能美普通高等学校,高校,石川県能美,石川県,弱小,50
533,金沢商業高等学校,高校,石川県金沢,石川県,弱小,50
534,七尾工業高等学校,高校,石川県七尾,石川県,弱小,50
535,小松農業高等学校,高校,石川県小松,石川県,弱小,50
536,輪島総合高等学校,高校,石川県輪島,石川県,弱小,50
537,珠洲普通高等学校,高校,石川県珠洲,石川県,弱小,50
538,加賀東高等学校,高校,石川県加賀,石川県,弱小,50
539,羽咋西高等学校,高校,石川県羽咋,石川県,弱小,50
540,かほく南高等学校,高校,石川県かほく,石川県,弱小,50
541,白山市北高等学校,高校,石川県白山市,石川県,弱小,50
542,能美中央高等学校,高校,石川県能美,石川県,弱小,50
543,金沢新高等学校,高校,石川県金沢,石川県,弱小,50
544,七尾東高等学校,高校,石川県七尾,石川県,弱小,50
545,敦賀気夷高校,高校,福井県敦賀市,福井県,名門,50
546,福井商業高校,高校,福井県福井市,福井県,名門,50
547,小浜第一高等学校,高校,福井県小浜,福井県,強豪,50
548,大野第二高等学校,高校,福井県大野,福井県,強豪,50
549,勝山第三高等学校,高校,福井県勝山,福井県,強豪,50
550,鯖江第四高等学校,高校,福井県鯖江,福井県,強豪,50
551,あわら東高等学校,高校,福井県あわら,福井県,中堅,50
552,越前西高等学校,高校,福井県越前,福井県,中堅,50
553,坂井南高等学校,高校,福井県坂井,福井県,中堅,50
554,三方上中北高等学校,高校,福井県三方上中,福井県,中堅,50
555,福井中央高等学校,高校,福井県福井,福井県,中堅,50
556,敦賀新高等学校,高校,福井県敦賀,福井県,中堅,50
557,小浜総合高等学校,高校,福井県小浜,福井県,中堅,50
558,大野第一高等学校,高校,福井県大野,福井県,弱小,50
559,勝山第二高等学校,高校,福井県勝山,福井県,弱小,50
560,鯖江商業高等学校,高校,福井県鯖江,福井県,弱小,50
561,あわら工業高等学校,高校,福井県あわら,福井県,弱小,50
562,越前農業高等学校,高校,福井県越前,福井県,弱小,50
563,坂井総合高等学校,高校,福井県坂井,福井県,弱小,50
564,三方上中普通高等学校,高校,福井県三方上中,福井県,弱小,50
565,福井商業高等学校,高校,福井県福井,福井県,弱小,50
566,敦賀工業高等学校,高校,福井県敦賀,福井県,弱小,50
567,小浜農業高等学校,高校,福井県小浜,福井県,弱小,50
568,大野総合高等学校,高校,福井県大野,福井県,弱小,50
569,勝山普通高等学校,高校,福井県勝山,福井県,弱小,50
570,鯖江東高等学校,高校,福井県鯖江,福井県,弱小,50
571,あわら西高等学校,高校,福井県あわら,福井県,弱小,50
572,越前南高等学校,高校,福井県越前,福井県,弱小,50
573,坂井北高等学校,高校,福井県坂井,福井県,弱小,50
574,三方上中中央高等学校,高校,福井県三方上中,福井県,弱小,50
575,福井新高等学校,高校,福井県福井,福井県,弱小,50
576,敦賀東高等学校,高校,福井県敦賀,福井県,弱小,50
577,山梨学園学院,高校,山梨県甲府,山梨県,名門,50
578,日本航行学院,高校,山梨県開始,山梨県,名門,50
579,東浜大付属甲府高校,高校,山梨県甲府,山梨県,強豪,50
580,白大明星高校,高校,山梨県上野原市,山梨県,強豪,50
581,大月第三高等学校,高校,山梨県大月,山梨県,強豪,50
582,韮崎第四高等学校,高校,山梨県韮崎,山梨県,強豪,50
583,南アルプス東高等学校,高校,山梨県南アルプス,山梨県,中堅,50
584,北杜西高等学校,高校,山梨県北杜,山梨県,中堅,50
585,甲斐南高等学校,高校,山梨県甲斐,山梨県,中堅,50
586,笛吹北高等学校,高校,山梨県笛吹,山梨県,中堅,50
587,甲府中央高等学校,高校,山梨県甲府,山梨県,中堅,50
588,富士吉田新高等学校,高校,山梨県富士吉田,山梨県,中堅,50
589,都留総合高等学校,高校,山梨県都留,山梨県,中堅,50
590,山梨第一高等学校,高校,山梨県山梨,山梨県,弱小,50
591,大月第二高等学校,高校,山梨県大月,山梨県,弱小,50
592,韮崎商業高等学校,高校,山梨県韮崎,山梨県,弱小,50
593,南アルプス工業高等学校,高校,山梨県南アルプス,山梨県,弱小,50
594,北杜農業高等学校,高校,山梨県北杜,山梨県,弱小,50
595,甲斐総合高等学校,高校,山梨県甲斐,山梨県,弱小,50
596,笛吹普通高等学校,高校,山梨県笛吹,山梨県,弱小,50
597,甲府商業高等学校,高校,山梨県甲府,山梨県,弱小,50
598,富士吉田工業高等学校,高校,山梨県富士吉田,山梨県,弱小,50
599,都留農業高等学校,高校,山梨県都留,山梨県,弱小,50
600,山梨総合高等学校,高校,山梨県山梨,山梨県,弱小,50
601,大月普通高等学校,高校,山梨県大月,山梨県,弱小,50
602,韮崎東高等学校,高校,山梨県韮崎,山梨県,弱小,50
603,南アルプス西高等学校,高校,山梨県南アルプス,山梨県,弱小,50
604,北杜南高等学校,高校,山梨県北杜,山梨県,弱小,50
605,甲斐北高等学校,高校,山梨県甲斐,山梨県,弱小,50
606,笛吹中央高等学校,高校,山梨県笛吹,山梨県,弱小,50
607,甲府新高等学校,高校,山梨県甲府,山梨県,弱小,50
608,富士吉田東高等学校,高校,山梨県富士吉田,山梨県,弱小,50
609,松商業学園,高校,長野県松本市,長野県,名門,50
610,佐久長正学院,高校,長野県佐久市,長野県,名門,50
611,上田第一高等学校,高校,長野県上田,長野県,強豪,50
612,岡谷第二高等学校,高校,長野県岡谷,長野県,強豪,50
613,飯田第三高等学校,高校,長野県飯田,長野県,強豪,50
614,諏訪第四高等学校,高校,長野県諏訪,長野県,強豪,50
615,小諸東高等学校,高校,長野県小諸,長野県,中堅,50
616,茅野西高等学校,高校,長野県茅野,長野県,中堅,50
617,佐久南高等学校,高校,長野県佐久,長野県,中堅,50
618,伊那北高等学校,高校,長野県伊那,長野県,中堅,50
619,長野中央高等学校,高校,長野県長野,長野県,中堅,50
620,松本新高等学校,高校,長野県松本,長野県,中堅,50
621,上田総合高等学校,高校,長野県上田,長野県,中堅,50
622,岡谷第一高等学校,高校,長野県岡谷,長野県,弱小,50
623,飯田第二高等学校,高校,長野県飯田,長野県,弱小,50
624,諏訪商業高等学校,高校,長野県諏訪,長野県,弱小,50
625,小諸工業高等学校,高校,長野県小諸,長野県,弱小,50
626,茅野農業高等学校,高校,長野県茅野,長野県,弱小,50
627,佐久総合高等学校,高校,長野県佐久,長野県,弱小,50
628,伊那普通高等学校,高校,長野県伊那,長野県,弱小,50
629,長野商業高等学校,高校,長野県長野,長野県,弱小,50
630,松本工業高等学校,高校,長野県松本,長野県,弱小,50
631,上田農業高等学校,高校,長野県上田,長野県,弱小,50
632,岡谷総合高等学校,高校,長野県岡谷,長野県,弱小,50
633,飯田普通高等学校,高校,長野県飯田,長野県,弱小,50
634,諏訪東高等学校,高校,長野県諏訪,長野県,弱小,50
635,小諸西高等学校,高校,長野県小諸,長野県,弱小,50
636,茅野南高等学校,高校,長野県茅野,長野県,弱小,50
637,佐久北高等学校,高校,長野県佐久,長野県,弱小,50
638,伊那中央高等学校,高校,長野県伊那,長野県,弱小,50
639,長野新高等学校,高校,長野県長野,長野県,弱小,50
640,松本東高等学校,高校,長野県松本,長野県,弱小,50
641,岐阜商業高校,高校,岐阜県岐阜市,岐阜県,名門,50
642,帝教可児高校,高校,岐阜県可児市,岐阜県,名門,50
643,仲京高校,高校,岐阜県瑞浪市,岐阜県,強豪,50
644,大垣白大高校,高校,岐阜県大垣,岐阜県,強豪,50
645,関第三高等学校,高校,岐阜県関,岐阜県,強豪,50
646,中津川第四高等学校,高校,岐阜県中津川,岐阜県,強豪,50
647,美濃東高等学校,高校,岐阜県美濃,岐阜県,中堅,50
648,可児西高等学校,高校,岐阜県可児,岐阜県,中堅,50
649,各務原南高等学校,高校,岐阜県各務原,岐阜県,中堅,50
650,山県北高等学校,高校,岐阜県山県,岐阜県,中堅,50
651,岐阜中央高等学校,高校,岐阜県岐阜,岐阜県,中堅,50
652,大垣新高等学校,高校,岐阜県大垣,岐阜県,中堅,50
653,高山市総合高等学校,高校,岐阜県高山市,岐阜県,中堅,50
654,多治見第一高等学校,高校,岐阜県多治見,岐阜県,弱小,50
655,関第二高等学校,高校,岐阜県関,岐阜県,弱小,50
656,中津川商業高等学校,高校,岐阜県中津川,岐阜県,弱小,50
657,美濃工業高等学校,高校,岐阜県美濃,岐阜県,弱小,50
658,可児農業高等学校,高校,岐阜県可児,岐阜県,弱小,50
659,各務原総合高等学校,高校,岐阜県各務原,岐阜県,弱小,50
660,山県普通高等学校,高校,岐阜県山県,岐阜県,弱小,50
661,岐阜商業高等学校,高校,岐阜県岐阜,岐阜県,弱小,50
662,大垣工業高等学校,高校,岐阜県大垣,岐阜県,弱小,50
663,高山市農業高等学校,高校,岐阜県高山市,岐阜県,弱小,50
664,多治見総合高等学校,高校,岐阜県多治見,岐阜県,弱小,50
665,関普通高等学校,高校,岐阜県関,岐阜県,弱小,50
666,中津川東高等学校,高校,岐阜県中津川,岐阜県,弱小,50
667,美濃西高等学校,高校,岐阜県美濃,岐阜県,弱小,50
668,可児南高等学校,高校,岐阜県可児,岐阜県,弱小,50
669,各務原北高等学校,高校,岐阜県各務原,岐阜県,弱小,50
670,山県中央高等学校,高校,岐阜県山県,岐阜県,弱小,50
671,岐阜新高等学校,高校,岐阜県岐阜,岐阜県,弱小,50
672,大垣東高等学校,高校,岐阜県大垣,岐阜県,弱小,50
673,掛川西高校,高校,静岡県掛川市,静岡県,名門,50
674,白大三島高校,高校,静岡県三島市,静岡県,名門,50
675,藤枝明星高校,高校,静岡県藤枝市,静岡県,強豪,50
676,富士第二高等学校,高校,静岡県富士,静岡県,強豪,50
677,磐田第三高等学校,高校,静岡県磐田,静岡県,強豪,50
678,焼津第四高等学校,高校,静岡県焼津,静岡県,強豪,50
679,藤枝東高等学校,高校,静岡県藤枝,静岡県,中堅,50
680,島田西高等学校,高校,静岡県島田,静岡県,中堅,50
681,掛川南高等学校,高校,静岡県掛川,静岡県,中堅,50
682,袋井北高等学校,高校,静岡県袋井,静岡県,中堅,50
683,静岡中央高等学校,高校,静岡県静岡,静岡県,中堅,50
684,浜松新高等学校,高校,静岡県浜松,静岡県,中堅,50
685,沼津総合高等学校,高校,静岡県沼津,静岡県,中堅,50
686,富士第一高等学校,高校,静岡県富士,静岡県,弱小,50
687,磐田第二高等学校,高校,静岡県磐田,静岡県,弱小,50
688,焼津商業高等学校,高校,静岡県焼津,静岡県,弱小,50
689,藤枝工業高等学校,高校,静岡県藤枝,静岡県,弱小,50
690,島田農業高等学校,高校,静岡県島田,静岡県,弱小,50
691,掛川総合高等学校,高校,静岡県掛川,静岡県,弱小,50
692,袋井普通高等学校,高校,静岡県袋井,静岡県,弱小,50
693,静岡商業高等学校,高校,静岡県静岡,静岡県,弱小,50
694,浜松工業高等学校,高校,静岡県浜松,静岡県,弱小,50
695,沼津農業高等学校,高校,静岡県沼津,静岡県,弱小,50
696,富士総合高等学校,高校,静岡県富士,静岡県,弱小,50
697,磐田普通高等学校,高校,静岡県磐田,静岡県,弱小,50
698,焼津東高等学校,高校,静岡県焼津,静岡県,弱小,50
699,藤枝西高等学校,高校,静岡県藤枝,静岡県,弱小,50
700,島田南高等学校,高校,静岡県島田,静岡県,弱小,50
701,掛川北高等学校,高校,静岡県掛川,静岡県,弱小,50
702,袋井中央高等学校,高校,静岡県袋井,静岡県,弱小,50
703,静岡新高等学校,高校,静岡県静岡,静岡県,弱小,50
704,浜松東高等学校,高校,静岡県浜松,静岡県,弱小,50
705,東峰高校,高校,愛知県名古屋市,愛知県,名門,50
706,愛光大明電高校,高校,愛知県名古屋市,愛知県,名門,50
707,中教高校,高校,愛知県名古屋市,愛知県,強豪,50
708,共栄高校,高校,愛知県名古屋市,愛知県,強豪,50
709,春日井第三高等学校,高校,愛知県春日井,愛知県,強豪,50
710,豊橋第四高等学校,高校,愛知県豊橋,愛知県,強豪,50
711,津島東高等学校,高校,愛知県津島,愛知県,中堅,50
712,碧南西高等学校,高校,愛知県碧南,愛知県,中堅,50
713,刈谷南高等学校,高校,愛知県刈谷,愛知県,中堅,50
714,安城北高等学校,高校,愛知県安城,愛知県,中堅,50
715,名古屋中央高等学校,高校,愛知県名古屋,愛知県,中堅,50
716,豊田新高等学校,高校,愛知県豊田,愛知県,中堅,50
717,岡崎総合高等学校,高校,愛知県岡崎,愛知県,中堅,50
718,一宮第一高等学校,高校,愛知県一宮,愛知県,弱小,50
719,春日井第二高等学校,高校,愛知県春日井,愛知県,弱小,50
720,豊橋商業高等学校,高校,愛知県豊橋,愛知県,弱小,50
721,津島工業高等学校,高校,愛知県津島,愛知県,弱小,50
722,碧南農業高等学校,高校,愛知県碧南,愛知県,弱小,50
723,刈谷総合高等学校,高校,愛知県刈谷,愛知県,弱小,50
724,安城普通高等学校,高校,愛知県安城,愛知県,弱小,50
725,名古屋商業高等学校,高校,愛知県名古屋,愛知県,弱小,50
726,豊田工業高等学校,高校,愛知県豊田,愛知県,弱小,50
727,岡崎農業高等学校,高校,愛知県岡崎,愛知県,弱小,50
728,一宮総合高等学校,高校,愛知県一宮,愛知県,弱小,50
729,春日井普通高等学校,高校,愛知県春日井,愛知県,弱小,50
730,豊橋東高等学校,高校,愛知県豊橋,愛知県,弱小,50
731,津島西高等学校,高校,愛知県津島,愛知県,弱小,50
732,碧南南高等学校,高校,愛知県碧南,愛知県,弱小,50
733,刈谷北高等学校,高校,愛知県刈谷,愛知県,弱小,50
734,安城中央高等学校,高校,愛知県安城,愛知県,弱小,50
735,名古屋新高等学校,高校,愛知県名古屋,愛知県,弱小,50
736,豊田東高等学校,高校,愛知県豊田,愛知県,弱小,50
737,津商業高校,高校,三重県津市,三重県,名門,50
738,宇治山田商業高校,高校,三重県伊勢,三重県,名門,50
739,いなべ総合高校,高校,三重県いなべ市,三重県,強豪,50
740,海生高校,高校,三重県四日市市,三重県,強豪,50
741,鈴鹿第三高等学校,高校,三重県鈴鹿,三重県,強豪,50
742,名張第四高等学校,高校,三重県名張,三重県,強豪,50
743,尾鷲東高等学校,高校,三重県尾鷲,三重県,中堅,50
744,亀山西高等学校,高校,三重県亀山,三重県,中堅,50
745,鳥羽南高等学校,高校,三重県鳥羽,三重県,中堅,50
746,熊野北高等学校,高校,三重県熊野,三重県,中堅,50
747,津中央高等学校,高校,三重県津,三重県,中堅,50
748,四日市新高等学校,高校,三重県四日市,三重県,中堅,50
749,松阪総合高等学校,高校,三重県松阪,三重県,中堅,50
750,桑名第一高等学校,高校,三重県桑名,三重県,弱小,50
751,鈴鹿第二高等学校,高校,三重県鈴鹿,三重県,弱小,50
752,名張商業高等学校,高校,三重県名張,三重県,弱小,50
753,尾鷲工業高等学校,高校,三重県尾鷲,三重県,弱小,50
754,亀山農業高等学校,高校,三重県亀山,三重県,弱小,50
755,鳥羽総合高等学校,高校,三重県鳥羽,三重県,弱小,50
756,熊野普通高等学校,高校,三重県熊野,三重県,弱小,50
757,津商業高等学校,高校,三重県津,三重県,弱小,50
758,四日市工業高等学校,高校,三重県四日市,三重県,弱小,50
759,松阪農業高等学校,高校,三重県松阪,三重県,弱小,50
760,桑名総合高等学校,高校,三重県桑名,三重県,弱小,50
761,鈴鹿普通高等学校,高校,三重県鈴鹿,三重県,弱小,50
762,名張東高等学校,高校,三重県名張,三重県,弱小,50
763,尾鷲西高等学校,高校,三重県尾鷲,三重県,弱小,50
764,亀山南高等学校,高校,三重県亀山,三重県,弱小,50
765,鳥羽北高等学校,高校,三重県鳥羽,三重県,弱小,50
766,熊野中央高等学校,高校,三重県熊野,三重県,弱小,50
767,津新高等学校,高校,三重県津,三重県,弱小,50
768,四日市東高等学校,高校,三重県四日市,三重県,弱小,50
769,近江学園,高校,滋賀県彦根市,滋賀県,名門,50
770,八幡商業高校,高校,滋賀県近江八幡市,滋賀県,名門,50
771,長浜第一高等学校,高校,滋賀県長浜,滋賀県,強豪,50
772,近江八幡第二高等学校,高校,滋賀県近江八幡,滋賀県,強豪,50
773,草津第三高等学校,高校,滋賀県草津,滋賀県,強豪,50
774,守山第四高等学校,高校,滋賀県守山,滋賀県,強豪,50
775,栗東東高等学校,高校,滋賀県栗東,滋賀県,中堅,50
776,甲賀西高等学校,高校,滋賀県甲賀,滋賀県,中堅,50
777,野洲南高等学校,高校,滋賀県野洲,滋賀県,中堅,50
778,高島北高等学校,高校,滋賀県高島,滋賀県,中堅,50
779,大津中央高等学校,高校,滋賀県大津,滋賀県,中堅,50
780,彦根新高等学校,高校,滋賀県彦根,滋賀県,中堅,50
781,長浜総合高等学校,高校,滋賀県長浜,滋賀県,中堅,50
782,近江八幡第一高等学校,高校,滋賀県近江八幡,滋賀県,弱小,50
783,草津第二高等学校,高校,滋賀県草津,滋賀県,弱小,50
784,守山商業高等学校,高校,滋賀県守山,滋賀県,弱小,50
785,栗東工業高等学校,高校,滋賀県栗東,滋賀県,弱小,50
786,甲賀農業高等学校,高校,滋賀県甲賀,滋賀県,弱小,50
787,野洲総合高等学校,高校,滋賀県野洲,滋賀県,弱小,50
788,高島普通高等学校,高校,滋賀県高島,滋賀県,弱小,50
789,大津商業高等学校,高校,滋賀県大津,滋賀県,弱小,50
790,彦根工業高等学校,高校,滋賀県彦根,滋賀県,弱小,50
791,長浜農業高等学校,高校,滋賀県長浜,滋賀県,弱小,50
792,近江八幡総合高等学校,高校,滋賀県近江八幡,滋賀県,弱小,50
793,草津普通高等学校,高校,滋賀県草津,滋賀県,弱小,50
794,守山東高等学校,高校,滋賀県守山,滋賀県,弱小,50
795,栗東西高等学校,高校,滋賀県栗東,滋賀県,弱小,50
796,甲賀南高等学校,高校,滋賀県甲賀,滋賀県,弱小,50
797,野洲北高等学校,高校,滋賀県野洲,滋賀県,弱小,50
798,高島中央高等学校,高校,滋賀県高島,滋賀県,弱小,50
799,大津新高等学校,高校,滋賀県大津,滋賀県,弱小,50
800,彦根東高等学校,高校,滋賀県彦根,滋賀県,弱小,50
801,京都市第一高等学校,高校,京都府京都市,京都府,名門,50
802,福知山中央高等学校,高校,京都府福知山,京都府,名門,50
803,舞鶴第1高等学校,高校,京都府舞鶴,京都府,強豪,50
804,綾部第2高等学校,高校,京都府綾部,京都府,強豪,50
805,宇治第3高等学校,高校,京都府宇治,京都府,強豪,50
806,長岡京第4高等学校,高校,京都府長岡京,京都府,強豪,50
807,八幡東高等学校,高校,京都府八幡,京都府,中堅,50
808,京田辺西高等学校,高校,京都府京田辺,京都府,中堅,50
809,京丹後南高等学校,高校,京都府京丹後,京都府,中堅,50
810,南丹北高等学校,高校,京都府南丹,京都府,中堅,50
811,京都市中央高等学校,高校,京都府京都市,京都府,中堅,50
812,福知山新高等学校,高校,京都府福知山,京都府,中堅,50
813,舞鶴総合高等学校,高校,京都府舞鶴,京都府,中堅,50
814,綾部第1高等学校,高校,京都府綾部,京都府,弱小,50
815,宇治第2高等学校,高校,京都府宇治,京都府,弱小,50
816,長岡京商業高等学校,高校,京都府長岡京,京都府,弱小,50
817,八幡工業高等学校,高校,京都府八幡,京都府,弱小,50
818,京田辺農業高等学校,高校,京都府京田辺,京都府,弱小,50
819,京丹後総合高等学校,高校,京都府京丹後,京都府,弱小,50
820,南丹普通高等学校,高校,京都府南丹,京都府,弱小,50
821,京都市商業高等学校,高校,京都府京都市,京都府,弱小,50
822,福知山工業高等学校,高校,京都府福知山,京都府,弱小,50
823,舞鶴農業高等学校,高校,京都府舞鶴,京都府,弱小,50
824,綾部総合高等学校,高校,京都府綾部,京都府,弱小,50
825,宇治普通高等学校,高校,京都府宇治,京都府,弱小,50
826,長岡京東高等学校,高校,京都府長岡京,京都府,弱小,50
827,八幡西高等学校,高校,京都府八幡,京都府,弱小,50
828,京田辺南高等学校,高校,京都府京田辺,京都府,弱小,50
829,京丹後北高等学校,高校,京都府京丹後,京都府,弱小,50
830,南丹中央高等学校,高校,京都府南丹,京都府,弱小,50
831,京都市新高等学校,高校,京都府京都市,京都府,弱小,50
832,福知山東高等学校,高校,京都府福知山,京都府,弱小,50
833,大阪桐光学院高校,高校,大阪府大東市,大阪府,名門,50
834,履正学園,高校,大阪府豊中市,大阪府,名門,50
835,上之宮学園,高校,大阪府大阪市,大阪府,強豪,50
836,東浜大仰星高校,高校,大阪府枚方市,大阪府,強豪,50
837,大阪商業高校,高校,大阪府東大阪市,大阪府,強豪,50
838,大阪海生学院高校,高校,大阪府大阪市,大阪府,強豪,50
839,枚方東高等学校,高校,大阪府枚方,大阪府,中堅,50
840,寝屋川西高等学校,高校,大阪府寝屋川,大阪府,中堅,50
841,八尾南高等学校,高校,大阪府八尾,大阪府,中堅,50
842,岸和田北高等学校,高校,大阪府岸和田,大阪府,中堅,50
843,大阪市中央高等学校,高校,大阪府大阪市,大阪府,中堅,50
844,堺新高等学校,高校,大阪府堺,大阪府,中堅,50
845,豊中総合高等学校,高校,大阪府豊中,大阪府,中堅,50
846,吹田第一高等学校,高校,大阪府吹田,大阪府,弱小,50
